quarter,ticker,cik,metadata_status,has_10q_10k_before_or_in_qtr,latest_10q_10k_form,latest_10q_10k_filing_date,latest_10q_10k_accession,item_202_8k_count_in_qtr,item_202_8k_with_ex99_count,item_202_8k_dates,item_202_8k_accessions,ex99_1_documents,passes_metadata_gate,metadata_gate_reason
2024Q3,USLM,82020,ok,True,10-Q,2024-08-02,0001558370-24-010716,1,1,2024-07-31,0001558370-24-010494,uslm-20240731xex99d1.htm,True,included
2024Q3,USNA,896264,ok,True,10-Q,2024-08-06,0000896264-24-000208,1,1,2024-07-23,0000896264-24-000180,q22024earningsreleaseex9911.htm,True,included
2024Q3,USPH,885978,ok,True,10-Q,2024-08-14,0001140361-24-037313,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,UTHR,1082554,ok,True,10-Q,2024-07-31,0001082554-24-000035,1,1,2024-07-31,0001082554-24-000037,uthrq22024-ex991.htm,True,included
2024Q3,UTI,1261654,ok,True,10-Q,2024-08-07,0001261654-24-000056,1,1,2024-08-06,0001261654-24-000053,exhibit991-q32024earningsp.htm;utiq3fy24investorpresent.htm,True,included
2024Q3,UTL,755001,ok,True,10-Q,2024-08-06,0000950170-24-091194,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,UTMD,706698,ok,True,10-Q,2024-08-09,0001811884-24-000018,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,UTZ,1739566,ok,True,10-Q,2024-08-01,0001739566-24-000126,1,1,2024-08-01,0001739566-24-000124,pressrelease-2024q2earning.htm;utzbrands2q24earningspre.htm,True,included
2024Q3,UUUU,1385849,ok,True,10-Q,2024-08-02,0001385849-24-000048,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,UVE,891166,ok,True,10-Q,2024-07-30,0000891166-24-000075,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,UVSP,102212,ok,True,10-Q,2024-07-30,0000102212-24-000052,1,1,2024-07-25,0000102212-24-000046,exhibit991earningsrelease0.htm,True,included
2024Q3,UVV,102037,ok,True,10-Q,2024-08-07,0000102037-24-000031,1,1,2024-08-07,0000102037-24-000030,uvv-ex991x20240807xpressre.htm;uvv-ex992x20240807xdividend.htm,True,included
2024Q3,V,1403161,ok,True,10-Q,2024-07-24,0001403161-24-000041,1,1,2024-07-23,0001403161-24-000040,q32024earningsrelease.htm,True,included
2024Q3,VAC,1524358,ok,True,10-Q,2024-08-02,0001524358-24-000076,1,1,2024-07-31,0001524358-24-000073,a2024q2pressreleaseschedul.htm,True,included
2024Q3,VAL,314808,ok,True,10-Q,2024-08-01,0000314808-24-000123,1,1,2024-07-31,0000314808-24-000121,a06302024ex991pressrelease.htm,True,included
2024Q3,VC,1111335,ok,True,10-Q,2024-07-25,0001111335-24-000121,1,1,2024-07-25,0001111335-24-000120,visteonq22024pr.htm,True,included
2024Q3,VCEL,887359,ok,True,10-Q,2024-08-01,0001628280-24-033905,1,1,2024-08-01,0001628280-24-033894,ex991earningsreleaseq22024.htm,True,included
2024Q3,VCTR,1570827,ok,True,10-Q,2024-08-09,0000950170-24-094388,1,1,2024-08-08,0000950170-24-094116,vctr-ex99_1.htm,True,included
2024Q3,VCYT,1384101,ok,True,10-Q,2024-08-07,0001384101-24-000118,1,1,2024-08-06,0001384101-24-000116,vcyt-08x06x20248xkearningsa.htm,True,included
2024Q3,VECO,103145,ok,True,10-Q,2024-08-06,0001558370-24-011106,1,1,2024-08-06,0001558370-24-011091,veco-20240806xex99d1.htm;veco-20240806xex99d2.htm,True,included
2024Q3,VELO,1825079,ok,True,10-Q,2024-08-14,0000950170-24-097212,1,1,2024-08-14,0000950170-24-096998,vld-ex99_1.htm,True,included
2024Q3,VERI,1615165,ok,True,10-Q,2024-08-14,0000950170-24-096973,1,1,2024-08-08,0000950170-24-094112,veri-ex99_1.htm,True,included
2024Q3,VERU,863894,ok,True,10-Q,2024-08-08,0001437749-24-025338,1,1,2024-08-08,0001193125-24-196459,d877606dex991.htm,True,included
2024Q3,VERX,1806837,ok,True,10-Q,2024-08-07,0001558370-24-011378,1,1,2024-08-07,0001558370-24-011204,verx-20240807xex99d1.htm,True,included
2024Q3,VFC,103379,ok,True,10-Q,2024-08-07,0000103379-24-000018,1,1,2024-08-06,0000103379-24-000016,vfcq12025exhibit99.htm,True,included
2024Q3,VIAV,912093,ok,True,10-K,2024-08-16,0000912093-24-000063,1,1,2024-08-08,0000912093-24-000051,viavq4fy248-kex991.htm,True,included
2024Q3,VICR,751978,ok,True,10-Q,2024-07-31,0000950170-24-088586,1,1,2024-07-23,0001193125-24-182890,d870486dex991.htm,True,included
2024Q3,VIR,1706431,ok,True,10-Q,2024-08-01,0001628280-24-034195,1,1,2024-08-01,0001628280-24-034143,a20240801-q2ex991earningsr.htm,True,included
2024Q3,VIRC,751365,ok,True,10-Q,2024-09-09,0001628280-24-039826,1,1,2024-09-09,0001628280-24-039824,exhibit991q207312024pressr.htm,True,included
2024Q3,VITL,1579733,ok,True,10-Q,2024-08-08,0000950170-24-093329,1,1,2024-08-08,0000950170-24-093324,vitl-ex99_1.htm,True,included
2024Q3,VIVS,1497253,ok,True,10-Q,2024-08-05,0000950170-24-090726,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,VKTX,1607678,ok,True,10-Q,2024-07-24,0000950170-24-086111,1,1,2024-07-24,0000950170-24-086039,vktx-ex99_1.htm,True,included
2024Q3,VLGEA,103595,ok,True,10-Q,2024-06-05,0000103595-24-000008,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,VLTO,0001967680,ok,True,10-Q,2024-07-26,0001967680-24-000111,1,1,2024-07-25,0001967680-24-000109,vlto-2024725xex991.htm,True,included
2024Q3,VMC,1396009,ok,True,10-Q,2024-08-07,0001396009-24-000017,1,1,2024-08-06,0001140361-24-035798,ef20033639_ex99-1.htm,True,included
2024Q3,VMD,1729149,ok,True,10-Q,2024-08-07,0001729149-24-000162,1,1,2024-08-07,0001729149-24-000160,q22024earningsrelease.htm,True,included
2024Q3,VNDA,1347178,ok,True,10-Q,2024-08-01,0001628280-24-033866,1,1,2024-07-31,0001628280-24-033743,vnda8-k7312024exhibit991.htm,True,included
2024Q3,VPG,1487952,ok,True,10-Q,2024-08-06,0001487952-24-000043,1,1,2024-08-06,0001487952-24-000040,vpg-2024q2earnings8k_ex9911.htm,True,included
2024Q3,VRA,1495320,ok,True,10-Q,2024-09-11,0001495320-24-000065,1,1,2024-09-11,0001495320-24-000061,ex-99120240803.htm,True,included
2024Q3,VRCA,1660334,ok,True,10-Q,2024-08-14,0000950170-24-096669,1,1,2024-08-14,0001193125-24-200247,d857642dex991.htm;d857642dex992.htm,True,included
2024Q3,VRDN,1590750,ok,True,10-Q,2024-08-08,0001590750-24-000019,1,1,2024-08-08,0001193125-24-196513,d879446dex991.htm,True,included
2024Q3,VRE,924901,ok,True,10-Q,2024-07-24,0000924901-24-000044,1,1,2024-07-24,0000924901-24-000045,a991earningsreleaseandsupp.htm;a992earningsreleaseandsupp.htm,True,included
2024Q3,VREX,1681622,ok,True,10-Q,2024-08-01,0001681622-24-000070,1,1,2024-08-01,0001681622-24-000068,exhibit991-q324earningsrel.htm,True,included
2024Q3,VRNS,1361113,ok,True,10-Q,2024-07-30,0001628280-24-033477,1,0,2024-07-29,0001171843-24-004217,,False,missing_ex99_1_for_item_202
2024Q3,VRRM,1682745,ok,True,10-Q,2024-08-08,0000950170-24-094172,1,1,2024-08-08,0000950170-24-094008,vrrm-ex99_1.htm,True,included
2024Q3,VRSK,1442145,ok,True,10-Q,2024-07-31,0001437749-24-023985,1,0,2024-07-31,0001437749-24-023984,,False,missing_ex99_1_for_item_202
2024Q3,VRSN,1014473,ok,True,10-Q,2024-07-25,0001014473-24-000033,1,1,2024-07-25,0001014473-24-000032,q22024earningsrelease.htm,True,included
2024Q3,VRT,1674101,ok,True,10-Q,2024-07-26,0001628280-24-033173,1,1,2024-07-24,0001628280-24-032675,q22024exhibit991vrt072424.htm,True,included
2024Q3,VRTS,883237,ok,True,10-Q,2024-08-08,0000883237-24-000103,1,1,2024-07-26,0000883237-24-000092,docq22024earningsrelease.htm,True,included
2024Q3,VRTX,875320,ok,True,10-Q,2024-08-02,0000875320-24-000198,1,1,2024-08-01,0000875320-24-000193,ex-991_q22024.htm,True,included
2024Q3,VSAT,797721,ok,True,10-Q,2024-08-09,0000950170-24-094591,1,1,2024-08-07,0001193125-24-195897,d859154dex991.htm;d859154dex992.htm,True,included
2024Q3,VSCO,1856437,ok,True,10-Q,2024-09-06,0001856437-24-000029,2,2,2024-08-14;2024-08-28,0001856437-24-000022;0001856437-24-000024,ex991vsco-august20248xk.htm;ex991vsco-20242qearningsre.htm,True,included
2024Q3,VSEC,102752,ok,True,10-Q,2024-08-01,0000102752-24-000072,1,1,2024-08-01,0000102752-24-000068,vse-prxq2x2024earningsrele.htm,True,included
2024Q3,VSH,103730,ok,True,10-Q,2024-08-07,0000103730-24-000102,1,1,2024-08-07,0000103730-24-000100,exhibit99-1.htm,True,included
2024Q3,VST,1692819,ok,True,10-Q,2024-08-09,0001692819-24-000061,1,1,2024-08-08,0001193125-24-196470,d829534dex991.htm,True,included
2024Q3,VSTM,1526119,ok,True,10-Q,2024-08-08,0001558370-24-011599,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,VSTS,0001967649,ok,True,10-Q,2024-08-07,0001967649-24-000043,1,1,2024-08-07,0001967649-24-000039,vsts3q24earningsrelease-ex.htm,True,included
2024Q3,VTGN,1411685,ok,True,10-Q,2024-08-13,0001411685-24-000037,1,1,2024-08-13,0001411685-24-000039,vtgn-20240813xex991.htm,True,included
2024Q3,VTOL,1525221,ok,True,10-Q,2024-08-07,0001525221-24-000061,1,1,2024-08-06,0001525221-24-000058,ex992q22024ep.htm;q22024exhibit991.htm,True,included
2024Q3,VTR,740260,ok,True,10-Q,2024-08-02,0000740260-24-000200,1,1,2024-08-01,0000740260-24-000196,q22024earningsrelease.htm,True,included
2024Q3,VTRS,1792044,ok,True,10-Q,2024-08-08,0001792044-24-000025,1,1,2024-08-08,0001792044-24-000022,exhibit991-2q24earningsrel.htm,True,included
2024Q3,VTS,0001944558,ok,True,10-Q,2024-08-05,0001944558-24-000085,1,1,2024-08-05,0001944558-24-000083,a2q2024earningspressreleas.htm,True,included
2024Q3,VTSI,1085243,ok,True,10-Q,2024-08-12,0001493152-24-031281,1,1,2024-08-12,0001493152-24-031283,ex99-1.htm,True,included
2024Q3,VVX,1601548,ok,True,10-Q,2024-08-06,0001601548-24-000017,1,1,2024-08-06,0001628280-24-034968,q22024pressrelease_vf.htm,True,included
2024Q3,VYGR,1640266,ok,True,10-Q,2024-08-06,0001558370-24-011073,1,1,2024-08-06,0001558370-24-011071,vygr-20240806xex99d1.htm,True,included
2024Q3,VYX,70866,ok,True,10-Q,2024-08-06,0000070866-24-000031,1,1,2024-08-06,0000070866-24-000029,exhibit991-q22024earningsr.htm;exhibit992-q22024callsli.htm,True,included
2024Q3,VZ,732712,ok,True,10-Q,2024-07-25,0000732712-24-000052,1,1,2024-07-22,0000732712-24-000049,a2024q2exhibit991.htm;a2024q2exhibit992.htm,True,included
2024Q3,WAB,943452,ok,True,10-Q,2024-07-24,0001628280-24-032762,1,1,2024-07-24,0001628280-24-032688,a2q24pressreleaseword.htm;wab2q24earningspresentat.htm,True,included
2024Q3,WAFD,936528,ok,True,10-Q,2024-08-02,0000936528-24-000110,1,1,2024-07-17,0000936528-24-000106,exhibit991_june2024earning.htm;exhibit992_june2024factshe.htm,True,included
2024Q3,WASH,737468,ok,True,10-Q,2024-08-06,0000737468-24-000034,1,1,2024-07-22,0000737468-24-000031,exhibit9912024q2.htm,True,included
2024Q3,WAT,1000697,ok,True,10-Q,2024-07-31,0001193125-24-189466,1,1,2024-07-31,0001193125-24-189455,d860217dex991.htm,True,included
2024Q3,WBD,1437107,ok,True,10-Q,2024-08-07,0001437107-24-000165,1,1,2024-08-07,0001437107-24-000163,wbd2q24earningsreleasefi.htm,True,included
2024Q3,WD,1497770,ok,True,10-Q,2024-08-08,0001558370-24-011457,1,1,2024-08-08,0001558370-24-011451,wd-20240808xex99d1.htm,True,included
2024Q3,WDAY,1327811,ok,True,10-Q,2024-08-28,0001327811-24-000165,1,0,2024-08-22,0001327811-24-000163,,False,missing_ex99_1_for_item_202
2024Q3,WDC,106040,ok,True,10-K,2024-08-20,0000106040-24-000031,1,1,2024-07-31,0000106040-24-000026,a4ex991-pressreleaseq424.htm,True,included
2024Q3,WDFC,105132,ok,True,10-Q,2024-07-10,0000105132-24-000045,1,0,2024-07-10,0000105132-24-000043,,False,missing_ex99_1_for_item_202
2024Q3,WEAV,1609151,ok,True,10-Q,2024-08-07,0001609151-24-000093,1,1,2024-07-31,0001609151-24-000091,weaveearningsrelease-q22024.htm,True,included
2024Q3,WEC,783325,ok,True,10-Q,2024-07-31,0000107815-24-000203,1,1,2024-07-31,0000107815-24-000198,a2024q2wecearningsreleasee.htm,True,included
2024Q3,WELL,766704,ok,True,10-Q,2024-07-30,0000766704-24-000033,1,1,2024-07-29,0000766704-24-000030,a2q24earningsrelease991.htm;exhibit9932q24.htm,True,included
2024Q3,WEN,30697,ok,True,10-Q,2024-08-01,0000030697-24-000012,1,1,2024-08-01,0001193125-24-190581,d860897dex991.htm,True,included
2024Q3,WERN,793074,ok,True,10-Q,2024-08-08,0000793074-24-000056,1,1,2024-07-30,0000793074-24-000048,wern-2024x630xex991.htm,True,included
2024Q3,WEST,0001806347,ok,True,10-Q,2024-08-08,0001558370-24-011646,1,1,2024-08-08,0001558370-24-011598,west-20240808xex99d1.htm,True,included
2024Q3,WFC,72971,ok,True,10-Q,2024-08-01,0000072971-24-000185,1,1,2024-07-12,0000072971-24-000170,ex993-wellsfargo2q24pres.htm;wfc2qer07-12x24ex991xrelea.htm;wfc2qer07-12x24ex992xsuppl.htm,True,included
2024Q3,WFRD,1603923,ok,True,10-Q,2024-07-24,0001603923-24-000110,1,1,2024-07-23,0001603923-24-000107,a2024-q2ex991earningsrelea.htm,True,included
2024Q3,WGO,107687,ok,True,10-Q,2024-06-20,0000107687-24-000017,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,WGS,1818331,ok,True,10-Q,2024-07-30,0001818331-24-000042,1,1,2024-07-30,0001818331-24-000041,q22024pressrelease.htm;wgsq22024earningspresent.htm,True,included
2024Q3,WHD,1699136,ok,True,10-Q,2024-08-01,0001699136-24-000099,1,1,2024-08-01,0001699136-24-000095,whd-2024063024xexhibit991.htm,True,included
2024Q3,WHLR,1527541,ok,True,10-Q,2024-08-06,0001527541-24-000152,1,1,2024-08-06,0001527541-24-000154,ex991earningsannouncementq.htm;ex992supplementaloperating.htm,True,included
2024Q3,WINA,908315,ok,True,10-Q,2024-07-17,0000908315-24-000031,1,1,2024-07-17,0000908315-24-000029,wina-20240717xex99d1.htm;wina-20240717xex99d2.htm,True,included
2024Q3,WING,1636222,ok,True,10-Q,2024-07-31,0001636222-24-000121,1,1,2024-07-31,0001636222-24-000119,a991wingq22024earningsrele.htm,True,included
2024Q3,WK,1445305,ok,True,10-Q,2024-08-01,0001445305-24-000107,1,1,2024-08-01,0001445305-24-000106,q22024exhibit991.htm,True,included
2024Q3,WKC,789460,ok,True,10-Q,2024-07-26,0001628280-24-033111,1,1,2024-07-25,0001628280-24-032997,a2024q28-kexx991earnings.htm,True,included
2024Q3,WKHS,1425287,ok,True,10-Q,2024-08-19,0001425287-24-000111,1,1,2024-08-20,0001213900-24-070922,ea021183901ex99-1_workhorse.htm,True,included
2024Q3,WLDN,1370450,ok,True,10-Q,2024-08-02,0001558370-24-010633,1,1,2024-08-01,0001558370-24-010603,wldn-20240801xex99d1.htm,True,included
2024Q3,WLFC,1018164,ok,True,10-Q,2024-08-02,0001018164-24-000066,1,1,2024-08-01,0001018164-24-000060,q22024ex991.htm,True,included
2024Q3,WLKP,1604665,ok,True,10-Q,2024-08-09,0001604665-24-000029,1,1,2024-08-06,0001604665-24-000024,ex991_20240630earningsrele.htm,True,included
2024Q3,WLY,107140,ok,True,10-Q,2024-09-06,0000107140-24-000189,1,1,2024-09-05,0000107140-24-000186,q125earningspresentation.htm;wly-2025731xex991.htm,True,included
2024Q3,WM,823768,ok,True,10-Q,2024-07-25,0001558370-24-010155,1,1,2024-07-24,0001104659-24-082358,tm2420025d1_ex99-1.htm;tm2420025d1_ex99-2.htm,True,included
2024Q3,WMB,107263,ok,True,10-Q,2024-08-05,0000107263-24-000077,1,0,2024-08-05,0000107263-24-000075,,False,missing_ex99_1_for_item_202
2024Q3,WMG,1319161,ok,True,10-Q,2024-08-07,0001319161-24-000027,1,1,2024-08-07,0001319161-24-000025,q32024ex991.htm,True,included
2024Q3,WMK,105418,ok,True,10-Q,2024-08-08,0000105418-24-000047,1,1,2024-08-06,0000105418-24-000044,wmk-20240806xex99d1.htm,True,included
2024Q3,WMT,104169,ok,True,10-Q,2024-08-30,0000104169-24-000141,1,1,2024-08-15,0000104169-24-000131,earningspresentationfy25.htm;earningsreleasefy25q2.htm,True,included
2024Q3,WNC,879526,ok,True,10-Q,2024-07-24,0000879526-24-000033,1,1,2024-07-24,0000879526-24-000030,wnc-20240630xex991.htm,True,included
2024Q3,WOOF,1826470,ok,True,10-Q,2024-09-10,0000950170-24-105211,1,1,2024-09-10,0000950170-24-105135,woof-ex99_1.htm,True,included
2024Q3,WOR,108516,ok,True,10-K,2024-07-30,0000950170-24-087983,4,4,2024-07-01;2024-07-01;2024-09-24;2024-09-30,0000950170-24-079758;0000950170-24-079572;0000950170-24-109115;0000950170-24-110367,wor-ex99_1.htm;wor-ex99_1.htm;wor-ex99_1.htm;wor-ex99_2.htm;wor-ex99_1.htm,True,included
2024Q3,WRB,11544,ok,True,10-Q,2024-08-02,0000011544-24-000024,1,1,2024-07-22,0000011544-24-000021,wrb63020248-kex991.htm,True,included
2024Q3,WRBY,1504776,ok,True,10-Q,2024-08-08,0001504776-24-000019,1,1,2024-08-08,0001504776-24-000016,warbyparkerincearningsrele.htm,True,included
2024Q3,WRLD,108385,ok,True,10-Q,2024-08-08,0000108385-24-000038,1,0,2024-07-26,0001437749-24-023512,,False,missing_ex99_1_for_item_202
2024Q3,WS,0001968487,ok,True,10-K,2024-08-02,0000950170-24-090031,1,1,2024-09-30,0000950170-24-110401,ws-ex99_1.htm;ws-ex99_2.htm;ws-ex99_3.htm;ws-ex99_4.htm,True,included
2024Q3,WSC,1647088,ok,True,10-Q,2024-08-01,0001647088-24-000143,1,1,2024-08-01,0001647088-24-000141,ex991-pressreleasexq22024.htm,True,included
2024Q3,WSFS,828944,ok,True,10-Q,2024-08-02,0001628280-24-034342,1,1,2024-07-25,0001628280-24-032983,exhibit991earningsrelease6.htm,True,included
2024Q3,WSM,719955,ok,True,10-Q,2024-08-23,0001628280-24-038362,1,1,2024-08-22,0001628280-24-038109,exhibit991fy2024q2earnings.htm,True,included
2024Q3,WSR,1175535,ok,True,10-Q,2024-08-01,0001437749-24-024314,1,0,2024-07-31,0001437749-24-024136,,False,missing_ex99_1_for_item_202
2024Q3,WST,105770,ok,True,10-Q,2024-07-25,0000105770-24-000066,1,1,2024-07-25,0000105770-24-000060,exh991-q22024earningsrelea.htm,True,included
2024Q3,WT,880631,ok,True,10-Q,2024-08-02,0001214659-24-013626,1,1,2024-07-26,0001214659-24-012990,ex99_1.htm,True,included
2024Q3,WTFC,1015328,ok,True,10-Q,2024-08-08,0001015328-24-000187,1,1,2024-07-17,0001015328-24-000184,q22024earningsreleasepre.htm;q22024exhibit991.htm,True,included
2024Q3,WTI,1288403,ok,True,10-Q,2024-08-07,0001558370-24-011203,1,1,2024-08-07,0001558370-24-011153,wti-20240806xex99d1.htm,True,included
2024Q3,WTS,795403,ok,True,10-Q,2024-08-08,0001558370-24-011496,1,1,2024-08-07,0001558370-24-011386,wts-20240807xex99d1.htm,True,included
2024Q3,WTTR,1693256,ok,True,10-Q,2024-07-31,0001558370-24-010486,1,1,2024-07-31,0001140361-24-034960,ef20033347_ex99-1.htm,True,included
2024Q3,WTW,1140536,ok,True,10-Q,2024-07-25,0000950170-24-086379,1,0,2024-07-25,0001171843-24-004118,,False,missing_ex99_1_for_item_202
2024Q3,WULF,1083301,ok,True,10-Q,2024-08-13,0001083301-24-000124,1,1,2024-08-12,0001083301-24-000122,ex991-earningsreleasexq2.htm;ex992-wulfq22024investor.htm,True,included
2024Q3,WVE,1631574,ok,True,10-Q,2024-08-08,0000950170-24-093341,1,1,2024-08-08,0001193125-24-196489,d875535dex991.htm;d875535dex992.htm,True,included
2024Q3,WWD,108312,ok,True,10-Q,2024-08-02,0000950170-24-089765,1,0,2024-07-29,0001171843-24-004215,,False,missing_ex99_1_for_item_202
2024Q3,WWW,110471,ok,True,10-Q,2024-08-08,0000110471-24-000151,1,1,2024-08-07,0000110471-24-000148,earningsrelease2024-q2.htm,True,included
2024Q3,WY,106535,ok,True,10-Q,2024-07-26,0000950170-24-086899,1,1,2024-07-25,0000950170-24-086513,wy-ex99_1.htm;wy-ex99_2.htm,True,included
2024Q3,WYNN,1174922,ok,True,10-Q,2024-08-06,0001174922-24-000094,1,1,2024-08-06,0001174922-24-000092,ex991wrlq22024pressrelease.htm,True,included
2024Q3,XAIR,1641631,ok,True,10-Q,2024-08-06,0001493152-24-030444,1,1,2024-08-09,0001493152-24-030972,ex99-1.htm,True,included
2024Q3,XEL,72903,ok,True,10-Q,2024-08-01,0000072903-24-000172,1,1,2024-08-01,0000072903-24-000169,xcelearningsreleaseq22024.htm,True,included
2024Q3,XENE,1582313,ok,True,10-Q,2024-08-08,0000950170-24-094109,1,1,2024-08-08,0000950170-24-093933,xene-ex99_1.htm,True,included
2024Q3,XERS,1867096,ok,True,10-Q,2024-08-08,0001867096-24-000162,2,2,2024-07-08;2024-08-08,0001867096-24-000124;0001867096-24-000157,exh991pressreleasedatedjul.htm;exh991q22024earningsrelease.htm,True,included
2024Q3,XFOR,1501697,ok,True,10-Q,2024-08-08,0001628280-24-036127,1,1,2024-08-08,0001628280-24-035848,a991pressreleasedatedaugus.htm,True,included
2024Q3,XHR,1616000,ok,True,10-Q,2024-08-02,0001616000-24-000073,1,1,2024-08-01,0001616000-24-000071,ex991q22024xhrearningsrele.htm,True,included
2024Q3,XMTR,1657573,ok,True,10-Q,2024-08-08,0000950170-24-094003,1,1,2024-08-08,0000950170-24-093328,xmtr-ex99_1.htm,True,included
2024Q3,XNCR,1326732,ok,True,10-Q,2024-08-05,0001326732-24-000043,1,0,2024-08-05,0001326732-24-000041,,False,missing_ex99_1_for_item_202
2024Q3,XOM,34088,ok,True,10-Q,2024-08-05,0000034088-24-000050,1,0,2024-08-02,0000034088-24-000048,,False,missing_ex99_1_for_item_202
2024Q3,XPEL,1767258,ok,True,10-Q,2024-08-09,0001767258-24-000037,1,0,2024-08-08,0001767258-24-000033,,False,missing_ex99_1_for_item_202
2024Q3,XPER,0001788999,ok,True,10-Q,2024-08-08,0000950170-24-094002,1,1,2024-08-05,0000950170-24-090769,xper-ex99_1.htm,True,included
2024Q3,XPOF,1802156,ok,True,10-Q,2024-08-05,0000950170-24-090222,1,1,2024-08-01,0001193125-24-191517,d831956dex991.htm,True,included
2024Q3,XPON,0001894954,ok,True,10-Q,2024-08-14,0001903596-24-000505,1,1,2024-08-14,0001903596-24-000503,ex99_1.htm;ex99_2.htm,True,included
2024Q3,XPRO,1575828,ok,True,10-Q,2024-07-25,0001437749-24-023473,1,0,2024-07-25,0001437749-24-023405,,False,missing_ex99_1_for_item_202
2024Q3,XRAY,818479,ok,True,10-Q,2024-07-31,0000818479-24-000069,1,1,2024-07-31,0000818479-24-000070,dentsply8kq22024ex991.htm,True,included
2024Q3,XRN,1533615,ok,True,10-Q,2024-08-07,0001558370-24-011347,1,1,2024-08-06,0001104659-24-086337,tm2420912d1_ex99-1.htm;tm2420912d1_ex99-2.htm,True,included
2024Q3,XRX,1770450,ok,True,10-Q,2024-08-01,0001770450-24-000042,1,1,2024-07-25,0001770450-24-000035,ex991xrx630248-ker.htm,True,included
2024Q3,XTIA,1529113,ok,True,10-Q,2024-08-14,0001628280-24-037277,0,0,,,,False,missing_8k_item_202_in_qtr
2024Q3,XXII,1347858,ok,True,10-Q,2024-08-13,0001558370-24-011967,1,1,2024-08-13,0001558370-24-011966,xxii-20240813xex99d1.htm,True,included
2024Q3,XYL,1524472,ok,True,10-Q,2024-07-30,0001524472-24-000033,1,1,2024-07-30,0001524472-24-000031,xyl07302024ex991.htm,True,included
2024Q3,XYZ,1512673,ok,True,10-Q,2024-08-01,0001628280-24-034157,1,1,2024-08-01,0001193125-24-191530,d750402dex991.htm,True,included
2024Q3,YELP,1345016,ok,True,10-Q,2024-08-09,0001345016-24-000052,1,1,2024-08-08,0001345016-24-000049,yelpq2-24ex991pressrelease.htm;yelpq22024ex992lettertos.htm,True,included
2024Q3,YEXT,1614178,ok,True,10-Q,2024-09-04,0001614178-24-000104,1,1,2024-09-04,0001614178-24-000100,ex991q2fy25earningsrelease.htm;q2fy25shareholderletter.htm,True,included
